what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1272482092131
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1272482093582
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1272482094392
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272482097972
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272482100257
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1272482100969
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1272482111518
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272482114709
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272482117998
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272482119032
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272482122314
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272482122595
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.navigate.openResource",1272482122605
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272482122634
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272482124029
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272482161047
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272482281755
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1272482283418
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272482284472
opened,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProgressView",1272482290935
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProgressView",1272482290990
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1272482292099
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272482294937
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272482296712
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272482300290
activated,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272482303418
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272482306862
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272482309345
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272482311603
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272482324874
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272482325628
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272482328789
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272482329938
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272482351815
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272482353457
activated,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272482360716
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272482377446
started,bundle,org.maven.ide.eclipse.editor,0.10.0.20100209-0800,"org.maven.ide.eclipse.editor",1272482379585
started,bundle,org.maven.ide.eclipse.refactoring,0.10.0.20100209-0800,"org.maven.ide.eclipse.refactoring",1272482379801
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272482383972
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1272482397972
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272482398010
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272482399041
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272482408346
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272482410432
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272482413134
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1272482416493
activated,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272482418713
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272482418777
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272482421819
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272482423017
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.rename",1272482429270
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272482429289
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272482432131
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.rename",1272482437103
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272482437132
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272482438959
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1272482445307
activated,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272482447031
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272482447088
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272482447873
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1272482456840
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1272482461471
activated,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272482468105
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272482469894
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1272482473374
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1272482474171
error,log,,,"",1272482475332
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.redo",1272482475813
error,log,,,"",1272482477551
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1272482481646
error,log,,,"",1272482486257
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272482495878
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272482497268
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.rename",1272482503382
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272482503403
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272482505421
error,log,,,"Invalid thread access",1272482509086
error,log,,,"Invalid thread access",1272482509088
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1272482509117
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.rename",1272482509197
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272482509219
activated,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272482511869
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1272482520507
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272482523390
closed,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272482523391
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272482526178
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272482526179
closed,editor,org.jboss.tools.common.model.ui,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.common.model.ui.editor.EditorPartWrapper",1272482526218
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1272482526526
closed,editor,org.jboss.tools.common.model.ui,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.common.model.ui.editor.EditorPartWrapper",1272482526531
closed,editor,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.editor",1272482526650
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272482526872
closed,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272482526901
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272482526973
closed,editor,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.0.v200906022302,"org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor",1272482527007
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272482527128
opened,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272482528707
activated,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272482528837
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272482529029
opened,editor,org.jboss.tools.common.model.ui,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.common.model.ui.editor.EditorPartWrapper",1272482530950
