what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1272549148751
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272549154047
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1272549155987
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272549156920
closed,editor,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.0.v200906022302,"org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor",1272549156920
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1272549158497
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272549161837
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272549187347
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272549189863
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272549189964
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272549223944
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1272549225819
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272549229579
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272549234801
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272549244824
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272549259011
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272549260902
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1272549263024
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272549268917
opened,editor,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.0.v200906022302,"org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor",1272549269751
activated,editor,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.0.v200906022302,"org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor",1272549269958
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1272549284476
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272549285685
closed,editor,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.0.v200906022302,"org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor",1272549285685
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1272549286611
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272549292302
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272549331320
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272549347365
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272549347774
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272549348258
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272549349424
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272549388386
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272549405216
opened,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272549407758
activated,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272549408077
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272549430219
started,bundle,org.eclipse.birt.report.debug.ui,2.5.2.v20100127,"org.eclipse.birt.report.debug.ui",1272549430625
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272549483406
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1272549493091
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272549507513
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272549508804
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272549513731
