what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272479116407
started,bundle,org.jboss.tools.common.gef,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.common.gef",1272479117047
started,bundle,org.jboss.tools.jst.web.tiles.ui,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.web.tiles.ui",1272479117105
started,bundle,org.jboss.tools.seam.ui.pages,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.seam.ui.pages",1272479117164
started,bundle,org.jboss.tools.struts.validator.ui,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.struts.validator.ui",1272479117266
opened,editor,org.jboss.tools.common.model.ui,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.common.model.ui.editor.EditorPartWrapper",1272479118904
activated,editor,org.jboss.tools.common.model.ui,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.common.model.ui.editor.EditorPartWrapper",1272479119125
started,bundle,org.jboss.tools.seam.xml.ui,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.seam.xml.ui",1272479120802
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1272479127092
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1272479129794
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1272479131752
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1272479133310
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272479140122
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272479141746
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272479152029
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272479156662
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272479160768
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272479163401
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272479165965
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272479168113
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272479172046
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272479173481
