what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272461698853
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272461712673
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272461715103
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272461749259
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272461778184
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.format",1272461783337
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1272461784860
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272461791823
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272461845480
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.format",1272461846703
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1272461847514
activated,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272461848867
executed,command,org.eclipse.wst.sse.ui,1.1.102.v200910200227,"org.eclipse.wst.sse.ui.format.document",1272461850870
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1272461853633
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1272461856402
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272461858485
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1272461861057
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272461864393
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272461871075
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272461890395
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272461895024
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272461906805
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272461907933
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272461915654
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272461920141
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272461936253
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272461971036
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272461974431
started,bundle,org.eclipse.wst.common.project.facet.ui,1.4.1.v200908111817,"org.eclipse.wst.common.project.facet.ui",1272461986320
started,bundle,org.eclipse.birt.integration.wtp.ui,2.5.1.v20100210-1801,"org.eclipse.birt.integration.wtp.ui",1272461986606
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1272462018371
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462020536
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272462026403
activated,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272462027916
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272462032213
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272462041538
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1272462043848
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462049296
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462049345
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462049369
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462060171
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272462062096
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462263156
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462275022
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462278386
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462282682
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462284484
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462286429
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462287224
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462410169
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1272462416020
executed,command,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.debug",1272462419603
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462435549
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272462439545
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462439922
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1272462541193
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1272462541354
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462553260
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462591596
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1272462595015
executed,command,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.stop",1272462597129
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272462599206
opened,editor,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.editor",1272462601020
activated,editor,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.editor",1272462601169
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1272462601195
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462603675
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462610047
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462612641
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462623576
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1272462626118
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462629126
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462634791
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272462697716
activated,editor,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.editor",1272462700022
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272462700539
closed,editor,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.editor",1272462700540
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272462701335
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462703306
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1272462712931
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462712988
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462716122
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1272462730269
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462730329
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462732875
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1272462739709
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462739757
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272462742566
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272462752789
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1272462756842
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1272462759295
executed,command,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.debug",1272462761523
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462762612
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272462763436
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462793831
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462796870
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.cleanAction",1272462800361
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272462800434
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272462862105
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1272462865062
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1272462866802
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272462887786
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1272462900761
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272462902193
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1272462904295
