what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272463884217
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272463885990
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272463891772
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272463899743
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272463909800
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272463914230
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272463916448
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272463917452
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272463918111
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272463923767
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272463925153
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272463950554
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272463970401
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272463970422
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272463970708
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1272463983911
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272463983995
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272464002673
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1272464011875
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272464013094
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1272464014991
activated,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272464017264
closed,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1272464017635
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272464018621
activated,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272464024663
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272464025410
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272464031029
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.move.element",1272464045949
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272464046264
activated,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272464048615
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272464049724
closed,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272464049724
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272464054988
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1272464059044
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272464064584
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272464109061
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272464117387
