what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272460338689
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProgressView",1272460339027
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272460340517
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460349557
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460366209
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1272460374341
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272460377252
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1272460379428
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272460381599
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1272460391411
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272460392265
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460407008
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460420486
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460421537
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460436387
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460437405
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460445662
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460448659
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460451800
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460453370
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460454445
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272460457410
opened,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272460460054
activated,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272460460176
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1272460465816
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272460468603
closed,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272460468604
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272460470152
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460471564
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460474536
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272460476060
opened,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272460476430
activated,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272460476559
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1272460489303
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1272460493882
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460498158
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460500835
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1272460511868
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272460516125
started,bundle,org.eclipse.wst.ws.service.policy,1.0.103.v200905151848,"org.eclipse.wst.ws.service.policy",1272460529765
started,bundle,org.eclipse.wst.command.env,1.0.408.v200903110045,"org.eclipse.wst.command.env",1272460529939
started,bundle,org.eclipse.wst.ws,1.1.103.v200903111822,"org.eclipse.wst.ws",1272460529957
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460574637
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460574705
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460574777
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460594568
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460629656
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460633229
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460633714
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460679630
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460681142
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460691207
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460694294
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460787104
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1272460798411
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272460810013
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272460811072
activated,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272460818096
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineStart",1272460824087
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1272460824806
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1272460826510
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1272460827063
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1272460831608
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1272460836290
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1272460837677
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1272460854207
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1272460855586
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272460859347
activated,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272460861956
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1272460864588
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1272460868743
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1272460869865
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272460871066
activated,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272460880363
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineStart",1272460882190
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1272460882816
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1272460883730
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1272460884987
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1272460886518
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1272460894575
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272460897417
activated,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272460898196
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1272460904788
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1272460913887
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460917294
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460945973
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272460947658
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460958861
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272460982997
activated,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272460984942
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1272460986940
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1272460991778
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1272460994423
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1272461001046
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1272461004204
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1272461006894
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1272461008753
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1272461013831
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272461028061
activated,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272461029897
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1272461045025
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1272461055071
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1272461055203
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1272461055523
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1272461055665
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1272461057811
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1272461058852
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272461063024
activated,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272461064362
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272461066456
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272461069587
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272461070760
activated,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272461075146
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1272461077187
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1272461080263
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1272461086684
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272461092930
activated,editor,org.jboss.tools.jst.jsp,3.1.0.v201003050540R-H56-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1272461095097
